id,created_at,question,explanation,tags,type,answers
244,2024-08-04T23:10:08,🤔 Какой метод JavaScript используется для создания нового HTML элемента?,,"[""JavaScript"",""HTML""]",message,"[{""text"":""document.createElement()""},{""text"":""document.newElement()""},{""text"":""document.addElement()""},{""text"":""document.createNode()""}]"
245,2024-08-04T23:10:09,🤔 Какой HTML элемент используется для организации данных в виде таблицы?,,"[""HTML""]",message,"[{""text"":""<table>""},{""text"":""<data>""},{""text"":""<grid>""},{""text"":""<list>""}]"
249,2024-08-05T19:10:07,🤔 Какой HTML-элемент используется для создания нумерованных списков?,,"[""HTML""]",message,"[{""text"":""<ul>""},{""text"":""<ol>""},{""text"":""<list>""},{""text"":""<dl>""}]"
250,2024-08-05T19:10:18,"🤔 Какое CSS свойство определяет максимальное количество строк текста, которое может быть видимо перед обрезкой?",,"[""CSS""]",message,"[{""text"":""line-clamp""},{""text"":""text-max""},{""text"":""max-lines""},{""text"":""text-limit""}]"
251,2024-08-05T23:10:09,"🤔 Какой тип CSS-свойства background-clip определяет, что фон будет ограничен контентом элемента?",,"[""CSS""]",message,"[{""text"":""border-box""},{""text"":""padding-box""},{""text"":""content-box""},{""text"":""margin-box""}]"
252,2024-08-05T23:10:11,🤔 Какой HTML тег используется для задания навигационных ссылок?,,"[""HTML""]",message,"[{""text"":""<nav>""},{""text"":""<navigate>""},{""text"":""<links>""},{""text"":""<menu>""}]"
254,2024-08-06T12:10:08,"🤔 Какой CSS-селектор выбирает элементы, которые не соответствуют определенному селектору?",,"[""CSS""]",message,"[{""text"":"":not()""},{""text"":"":except()""},{""text"":"":exclude()""},{""text"":"":non()""}]"
255,2024-08-06T19:10:09,🤔 Какое значение свойства position используется для позиционирования элемента относительно окна просмотра?,,[],message,"[{""text"":""static""},{""text"":""absolute""},{""text"":""fixed""},{""text"":""relative""}]"
256,2024-08-06T23:10:06,"🤔 Какой атрибут у элемента <form> определяет, как данные формы должны быть кодированы при их отправке на сервер?",,[],message,"[{""text"":""method""},{""text"":""action""},{""text"":""enctype""},{""text"":""type""}]"
258,2024-08-07T12:10:08,🤔 Какое CSS свойство задаёт порядок расположения flex-элементов внутри контейнера?,,"[""CSS""]",message,"[{""text"":""flex-direction""},{""text"":""flex-wrap""},{""text"":""flex-flow""},{""text"":""order""}]"
260,2024-08-07T19:10:08,🤔 Какой метод JavaScript предназначен для выполнения функции каждый раз при изменении размера окна браузера?,,"[""JavaScript""]",message,"[{""text"":""window.onresize()""},{""text"":""window.resize()""},{""text"":""window.changeSize()""},{""text"":""window.adjust()""}]"
261,2024-08-07T23:10:09,"🤔 В CSS, что делает свойство object-fit?",,"[""CSS""]",message,"[{""text"":""Управляет масштабированием содержимого элемента.""},{""text"":""Устанавливает как контент заполняет высоту элемента.""},{""text"":""Определяет как браузер должен обрабатывать ширину объекта.""},{""text"":""Контролирует положение объекта внутри его контейнера.""}]"
263,2024-08-08T12:10:10,"🤔 Что означает ""DOM"" в контексте веб-разработки?",,"[""DOM""]",message,"[{""text"":""Data Object Model""},{""text"":""Document Object Model""},{""text"":""Display Object Management""},{""text"":""Detailed Orientation Model""}]"
265,2024-08-08T19:10:09,🤔 Что вернёт следующий JavaScript код: console.log(0.1 + 0.2 === 0.3);?,,"[""JavaScript""]",message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""0.3\""""},{""text"":""Ошибка""}]"
267,2024-08-08T23:10:10,🤔 Что вернёт следующий код: console.log(Array.isArray([]));?,,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""array\""""},{""text"":""Ошибка""}]"
270,2024-08-09T12:10:09,🤔 Какой атрибут HTML определяет имя формы для её идентификации или для ссылки через скрипты?,,"[""HTML""]",message,"[{""text"":""name""},{""text"":""id""},{""text"":""class""},{""text"":""type""}]"
272,2024-08-09T19:10:07,🤔 Что вернёт следующий код: console.log('apple' === 'Apple');?,,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""apple\""""},{""text"":""Ошибка""}]"
